A韻序,A聲調,A韻名,A韻(調整前),B小韻序,B紐,B呼,B等,B上字(null),B下字(null),C小韻內字序(不是Int),C字
81,上,上二十四,緩,1564,透,C,1,吐,緩,2,𤲫
81,上,上二十四,緩,1564,透,C,1,吐,緩,3,瘓
81,上,上二十四,緩,1564,透,C,1,吐,緩,4,䠪
81,上,上二十四,緩,1565,心,C,1,蘇,管,1,算
81,上,上二十四,緩,1565,心,C,1,蘇,管,2,匴
81,上,上二十四,緩,1565,心,C,1,蘇,管,3,篹
81,上,上二十四,緩,1566,見,C,1,古,滿,1,管
81,上,上二十四,緩,1566,見,C,1,古,滿,2,筦
81,上,上二十四,緩,1566,見,C,1,古,滿,3,脘
81,上,上二十四,緩,1566,見,C,1,古,滿,4,輨
81,上,上二十四,緩,1566,見,C,1,古,滿,5,盥
81,上,上二十四,緩,1566,見,C,1,古,滿,6,琯
81,上,上二十四,緩,1566,見,C,1,古,滿,7,痯
81,上,上二十四,緩,1566,見,C,1,古,滿,8,悹
81,上,上二十四,緩,1566,見,C,1,古,滿,9,䩪
81,上,上二十四,緩,1566,見,C,1,古,滿,10,錧
81,上,上二十四,緩,1566,見,C,1,古,滿,11,䗆
81,上,上二十四,緩,1566,見,C,1,古,滿,12,䘾
81,上,上二十四,緩,1567,來,C,1,盧,管,1,卵
81,上,上二十四,緩,1568,溪,C,1,苦,管,1,款
81,上,上二十四,緩,1568,溪,C,1,苦,管,2,歀
81,上,上二十四,緩,1568,溪,C,1,苦,管,3,欵
81,上,上二十四,緩,1568,溪,C,1,苦,管,4,窾
81,上,上二十四,緩,1568,溪,C,1,苦,管,5,䥗
81,上,上二十四,緩,1568,溪,C,1,苦,管,6,梡
81,上,上二十四,緩,1568,溪,C,1,苦,管,7,棵
81,上,上二十四,緩,1568,溪,C,1,苦,管,8,䲌
81,上,上二十四,緩,1569,泥,C,1,乃,管,1,煗
81,上,上二十四,緩,1569,泥,C,1,乃,管,2,㬉
81,上,上二十四,緩,1569,泥,C,1,乃,管,3,暖
81,上,上二十四,緩,1569,泥,C,1,乃,管,4,煖
81,上,上二十四,緩,1569,泥,C,1,乃,管,5,餪
81,上,上二十四,緩,1569,泥,C,1,乃,管,6,渜
81,上,上二十四,緩,1569,泥,C,1,乃,管,7,稬
81,上,上二十四,緩,1570,精,C,1,作,管,1,纂
81,上,上二十四,緩,1570,精,C,1,作,管,2,䂎
81,上,上二十四,緩,1570,精,C,1,作,管,3,纘
81,上,上二十四,緩,1570,精,C,1,作,管,4,儹
81,上,上二十四,緩,1570,精,C,1,作,管,5,籫
81,上,上二十四,緩,1570,精,C,1,作,管,6,酇
81,上,上二十四,緩,1570,精,C,1,作,管,7,繤
81,上,上二十四,緩,1570,精,C,1,作,管,8,𦆈
81,上,上二十四,緩,1571,並,O,1,蒲,旱,1,伴
81,上,上二十四,緩,1571,並,O,1,蒲,旱,2,㚘
81,上,上二十四,緩,1571,並,O,1,蒲,旱,3,拌
81,上,上二十四,緩,1572,明,O,1,莫,旱,1,滿
81,上,上二十四,緩,1572,明,O,1,莫,旱,2,懣
81,上,上二十四,緩,1572,明,O,1,莫,旱,3,𢟮
81,上,上二十四,緩,1572,明,O,1,莫,旱,4,𥲈
81,上,上二十四,緩,1572,明,O,1,莫,旱,5,鏋
81,上,上二十四,緩,1573,幫,O,1,博,管,1,粄
81,上,上二十四,緩,1573,幫,O,1,博,管,2,䉽
81,上,上二十四,緩,1573,幫,O,1,博,管,3,䬳
81,上,上二十四,緩,1573,幫,O,1,博,管,4,瓪
81,上,上二十四,緩,1573,幫,O,1,博,管,5,昄
81,上,上二十四,緩,1574,邪,C,1,辝,纂,1,鄹
81,上,上二十四,緩,1575,定,C,1,徒,管,1,斷
81,上,上二十四,緩,1575,定,C,1,徒,管,2,𩏇
81,上,上二十四,緩,1575,定,C,1,徒,管,3,緞
81,上,上二十四,緩,1576,泥,O,1,奴,但,1,攤
81,上,上二十四,緩,1577,滂,O,1,普,伴,1,坢
81,上,上二十四,緩,1577,滂,O,1,普,伴,2,𧺾
82,上,上二十五,潸,1578,生,O,2,數,板,1,潸
82,上,上二十五,潸,1579,影,C,2,烏,板,1,綰
82,上,上二十五,潸,1580,幫,O,2,布,綰,1,版
82,上,上二十五,潸,1580,幫,O,2,布,綰,2,板
82,上,上二十五,潸,1580,幫,O,2,布,綰,3,蝂
82,上,上二十五,潸,1580,幫,O,2,布,綰,4,瓪
82,上,上二十五,潸,1580,幫,O,2,布,綰,5,昄
82,上,上二十五,潸,1580,幫,O,2,布,綰,6,鈑
82,上,上二十五,潸,1581,莊,O,2,側,板,1,䩆
82,上,上二十五,潸,1581,莊,O,2,側,板,2,拃
82,上,上二十五,潸,1581,莊,O,2,側,板,3,䎒
82,上,上二十五,潸,1582,娘,O,2,奴,板,1,赧
82,上,上二十五,潸,1582,娘,O,2,奴,板,2,𩈶
82,上,上二十五,潸,1582,娘,O,2,奴,板,3,㫱
82,上,上二十五,潸,1582,娘,O,2,奴,板,4,戁
82,上,上二十五,潸,1583,匣,O,2,下,赧,1,僩
82,上,上二十五,潸,1583,匣,O,2,下,赧,2,憪
82,上,上二十五,潸,1583,匣,O,2,下,赧,3,𤡥
82,上,上二十五,潸,1583,匣,O,2,下,赧,4,捍
82,上,上二十五,潸,1583,匣,O,2,下,赧,5,橌
82,上,上二十五,潸,1584,匣,C,2,戶,板,1,睆
82,上,上二十五,潸,1584,匣,C,2,戶,板,2,睅
82,上,上二十五,潸,1584,匣,C,2,戶,板,3,𪍺
82,上,上二十五,潸,1584,匣,C,2,戶,板,4,鯇
82,上,上二十五,潸,1584,匣,C,2,戶,板,5,䴷
82,上,上二十五,潸,1584,匣,C,2,戶,板,6,皖
82,上,上二十五,潸,1584,匣,C,2,戶,板,7,莞
82,上,上二十五,潸,1585,並,O,2,扶,板,1,阪
82,上,上二十五,潸,1585,並,O,2,扶,板,2,昄
82,上,上二十五,潸,1585,並,O,2,扶,板,3,魬
82,上,上二十五,潸,1586,明,O,2,武,板,1,矕
82,上,上二十五,潸,1586,明,O,2,武,板,2,𦺖
82,上,上二十五,潸,1587,崇,O,2,士,板,1,𪘪
82,上,上二十五,潸,1587,崇,O,2,士,板,2,䗃
82,上,上二十五,潸,1588,疑,O,2,五,板,1,𪗙
82,上,上二十五,潸,1589,初,O,2,初,板,1,㹽
82,上,上二十五,潸,1590,滂,O,2,普,板,1,眅
82,上,上二十五,潸,1591,崇,C,2,雛,鯇,1,撰
82,上,上二十五,潸,1591,崇,C,2,雛,鯇,2,饌
83,上,上二十六,產,1592,生,O,2,所,簡,1,產
83,上,上二十六,產,1592,生,O,2,所,簡,2,簅
83,上,上二十六,產,1592,生,O,2,所,簡,3,摌
83,上,上二十六,產,1592,生,O,2,所,簡,4,㹌
83,上,上二十六,產,1592,生,O,2,所,簡,5,嵼
83,上,上二十六,產,1592,生,O,2,所,簡,6,汕
83,上,上二十六,產,1592,生,O,2,所,簡,7,滻
83,上,上二十六,產,1592,生,O,2,所,簡,8,㦃
83,上,上二十六,產,1592,生,O,2,所,簡,9,䊲
83,上,上二十六,產,1592,生,O,2,所,簡,10,𩥮
83,上,上二十六,產,1593,匣,O,2,胡,簡,1,限
83,上,上二十六,產,1593,匣,O,2,胡,簡,2,硍
83,上,上二十六,產,1593,匣,O,2,胡,簡,3,䁂
83,上,上二十六,產,1593,匣,O,2,胡,簡,4,㹂
83,上,上二十六,產,1593,匣,O,2,胡,簡,5,䦘
83,上,上二十六,產,1594,明,O,2,武,簡,1,𥇅
83,上,上二十六,產,1595,見,O,2,古,限,1,簡
83,上,上二十六,產,1595,見,O,2,古,限,2,㶕
83,上,上二十六,產,1595,見,O,2,古,限,3,僩
83,上,上二十六,產,1595,見,O,2,古,限,4,𧟉
83,上,上二十六,產,1595,見,O,2,古,限,5,柬
83,上,上二十六,產,1595,見,O,2,古,限,6,暕
83,上,上二十六,產,1595,見,O,2,古,限,7,揀
83,上,上二十六,產,1596,初,O,2,初,限,1,剗
83,上,上二十六,產,1596,初,O,2,初,限,2,鏟
83,上,上二十六,產,1596,初,O,2,初,限,3,丳
83,上,上二十六,產,1596,初,O,2,初,限,4,羼
83,上,上二十六,產,1596,初,O,2,初,限,5,㦃
83,上,上二十六,產,1596,初,O,2,初,限,6,䐮
83,上,上二十六,產,1597,崇,O,2,士,限,1,棧
83,上,上二十六,產,1597,崇,O,2,士,限,2,㟞
83,上,上二十六,產,1597,崇,O,2,士,限,3,嶘
83,上,上二十六,產,1597,崇,O,2,士,限,4,轏
83,上,上二十六,產,1597,崇,O,2,士,限,5,孱
83,上,上二十六,產,1597,崇,O,2,士,限,6,𠊩
83,上,上二十六,產,1597,崇,O,2,士,限,7,輚
83,上,上二十六,產,1597,崇,O,2,士,限,8,虥
83,上,上二十六,產,1598,疑,O,2,五,限,1,眼
83,上,上二十六,產,1599,莊,O,2,阻,限,1,醆
83,上,上二十六,產,1599,莊,O,2,阻,限,2,琖
83,上,上二十六,產,1599,莊,O,2,阻,限,3,盞
83,上,上二十六,產,1599,莊,O,2,阻,限,4,𧣴
83,上,上二十六,產,1600,初,C,2,初,綰,1,㦃
83,上,上二十六,產,1600,初,C,2,初,綰,2,䊲
83,上,上二十六,產,1601,溪,O,2,起,限,1,齦
84,上,上二十七,銑,1602,心,O,4,蘇,典,1,銑
84,上,上二十七,銑,1602,心,O,4,蘇,典,2,洗
84,上,上二十七,銑,1602,心,O,4,蘇,典,3,跣
84,上,上二十七,銑,1602,心,O,4,蘇,典,4,毨
84,上,上二十七,銑,1602,心,O,4,蘇,典,5,姺
84,上,上二十七,銑,1602,心,O,4,蘇,典,6,燹
84,上,上二十七,銑,1602,心,O,4,蘇,典,7,箲
84,上,上二十七,銑,1602,心,O,4,蘇,典,8,筅
84,上,上二十七,銑,1602,心,O,4,蘇,典,9,㭠
84,上,上二十七,銑,1602,心,O,4,蘇,典,10,𦭶
84,上,上二十七,銑,1602,心,O,4,蘇,典,11,𩶤
84,上,上二十七,銑,1603,透,O,4,他,典,1,腆
84,上,上二十七,銑,1603,透,O,4,他,典,2,痶
84,上,上二十七,銑,1603,透,O,4,他,典,3,圢
84,上,上二十七,銑,1603,透,O,4,他,典,4,淟
84,上,上二十七,銑,1603,透,O,4,他,典,5,町
84,上,上二十七,銑,1603,透,O,4,他,典,6,𤲖
84,上,上二十七,銑,1603,透,O,4,他,典,7,錪
84,上,上二十七,銑,1603,透,O,4,他,典,8,靦
84,上,上二十七,銑,1603,透,O,4,他,典,9,㥏
84,上,上二十七,銑,1603,透,O,4,他,典,10,琠
84,上,上二十七,銑,1603,透,O,4,他,典,11,蚕
84,上,上二十七,銑,1603,透,O,4,他,典,12,䠄
84,上,上二十七,銑,1603,透,O,4,他,典,13,𨆁
84,上,上二十七,銑,1603,透,O,4,他,典,14,賟
84,上,上二十七,銑,1603,透,O,4,他,典,15,晪
84,上,上二十七,銑,1604,端,O,4,多,殄,1,典
84,上,上二十七,銑,1604,端,O,4,多,殄,2,蕇
84,上,上二十七,銑,1604,端,O,4,多,殄,3,䫀
84,上,上二十七,銑,1604,端,O,4,多,殄,4,錪
84,上,上二十七,銑,1604,端,O,4,多,殄,5,𥮏
84,上,上二十七,銑,1605,影,O,4,於,殄,1,蝘
84,上,上二十七,銑,1605,影,O,4,於,殄,2,躽
84,上,上二十七,銑,1605,影,O,4,於,殄,3,𥈔
84,上,上二十七,銑,1605,影,O,4,於,殄,4,宴
84,上,上二十七,銑,1605,影,O,4,於,殄,5,嬿
84,上,上二十七,銑,1606,定,O,4,徒,典,1,殄
84,上,上二十七,銑,1606,定,O,4,徒,典,2,蜓
84,上,上二十七,銑,1606,定,O,4,徒,典,3,跈
84,上,上二十七,銑,1607,見,O,4,古,典,1,繭
84,上,上二十七,銑,1607,見,O,4,古,典,2,絸
84,上,上二十七,銑,1607,見,O,4,古,典,3,蠒
84,上,上二十七,銑,1607,見,O,4,古,典,4,𥀹
84,上,上二十七,銑,1607,見,O,4,古,典,5,趼
84,上,上二十七,銑,1607,見,O,4,古,典,6,𢆞
84,上,上二十七,銑,1607,見,O,4,古,典,7,𡘸
84,上,上二十七,銑,1607,見,O,4,古,典,8,垷
84,上,上二十七,銑,1607,見,O,4,古,典,9,筧
84,上,上二十七,銑,1607,見,O,4,古,典,10,襺
84,上,上二十七,銑,1607,見,O,4,古,典,11,𢺃
84,上,上二十七,銑,1607,見,O,4,古,典,12,挸
84,上,上二十七,銑,1607,見,O,4,古,典,13,𢹕
84,上,上二十七,銑,1608,匣,O,4,胡,典,1,峴
84,上,上二十七,銑,1608,匣,O,4,胡,典,2,臔
84,上,上二十七,銑,1608,匣,O,4,胡,典,3,哯
84,上,上二十七,銑,1608,匣,O,4,胡,典,4,晛
84,上,上二十七,銑,1608,匣,O,4,胡,典,5,垷
84,上,上二十七,銑,1608,匣,O,4,胡,典,6,蜆
84,上,上二十七,銑,1608,匣,O,4,胡,典,7,俔
84,上,上二十七,銑,1608,匣,O,4,胡,典,8,顈
84,上,上二十七,銑,1608,匣,O,4,胡,典,9,䵤
84,上,上二十七,銑,1608,匣,O,4,胡,典,10,睍
84,上,上二十七,銑,1608,匣,O,4,胡,典,11,詪
84,上,上二十七,銑,1608,匣,O,4,胡,典,12,㦓
84,上,上二十七,銑,1608,匣,O,4,胡,典,13,嫢
84,上,上二十七,銑,1609,曉,O,4,呼,典,1,顯
84,上,上二十七,銑,1609,曉,O,4,呼,典,2,韅
84,上,上二十七,銑,1609,曉,O,4,呼,典,3,蜆
84,上,上二十七,銑,1609,曉,O,4,呼,典,4,抮
84,上,上二十七,銑,1609,曉,O,4,呼,典,5,𣊡
84,上,上二十七,銑,1610,明,O,4,彌,殄,1,㨠
84,上,上二十七,銑,1610,明,O,4,彌,殄,2,芇
84,上,上二十七,銑,1610,明,O,4,彌,殄,3,丏
84,上,上二十七,銑,1610,明,O,4,彌,殄,4,眄
84,上,上二十七,銑,1611,泥,O,4,乃,殄,1,撚
84,上,上二十七,銑,1611,泥,O,4,乃,殄,2,涊
84,上,上二十七,銑,1611,泥,O,4,乃,殄,3,蹨
84,上,上二十七,銑,1611,泥,O,4,乃,殄,4,跈
84,上,上二十七,銑,1612,幫,O,4,方,典,1,編
84,上,上二十七,銑,1612,幫,O,4,方,典,2,匾
84,上,上二十七,銑,1612,幫,O,4,方,典,3,緶
84,上,上二十七,銑,1612,幫,O,4,方,典,4,𦄒
84,上,上二十七,銑,1612,幫,O,4,方,典,5,萹
84,上,上二十七,銑,1612,幫,O,4,方,典,6,𥣰
84,上,上二十七,銑,1612,幫,O,4,方,典,7,𥤓
84,上,上二十七,銑,1612,幫,O,4,方,典,8,惼
84,上,上二十七,銑,1612,幫,O,4,方,典,9,碥
84,上,上二十七,銑,1612,幫,O,4,方,典,10,扁
84,上,上二十七,銑,1612,幫,O,4,方,典,11,糄
84,上,上二十七,銑,1613,匣,C,4,胡,畎,1,泫
84,上,上二十七,銑,1613,匣,C,4,胡,畎,2,鉉
84,上,上二十七,銑,1613,匣,C,4,胡,畎,3,琄
84,上,上二十七,銑,1613,匣,C,4,胡,畎,4,贙
84,上,上二十七,銑,1613,匣,C,4,胡,畎,5,埍
84,上,上二十七,銑,1613,匣,C,4,胡,畎,6,繯
84,上,上二十七,銑,1613,匣,C,4,胡,畎,7,䀏
84,上,上二十七,銑,1613,匣,C,4,胡,畎,8,𥌭
84,上,上二十七,銑,1613,匣,C,4,胡,畎,9,鞙
84,上,上二十七,銑,1613,匣,C,4,胡,畎,10,䩙
84,上,上二十七,銑,1613,匣,C,4,胡,畎,11,䧎
84,上,上二十七,銑,1613,匣,C,4,胡,畎,12,𨊼
84,上,上二十七,銑,1613,匣,C,4,胡,畎,13,𩉥
84,上,上二十七,銑,1613,匣,C,4,胡,畎,14,䭴
84,上,上二十七,銑,1614,見,C,4,姑,泫,1,𡿨
84,上,上二十七,銑,1614,見,C,4,姑,泫,2,畎
84,上,上二十七,銑,1614,見,C,4,姑,泫,3,𤰝
84,上,上二十七,銑,1614,見,C,4,姑,泫,4,詃
84,上,上二十七,銑,1614,見,C,4,姑,泫,5,埍
84,上,上二十七,銑,1614,見,C,4,姑,泫,6,罥
84,上,上二十七,銑,1614,見,C,4,姑,泫,7,羂
84,上,上二十七,銑,1614,見,C,4,姑,泫,8,汱
84,上,上二十七,銑,1615,並,O,4,薄,泫,1,辮
84,上,上二十七,銑,1615,並,O,4,薄,泫,2,艑
84,上,上二十七,銑,1615,並,O,4,薄,泫,3,𪉱
84,上,上二十七,銑,1615,並,O,4,薄,泫,4,扁
84,上,上二十七,銑,1615,並,O,4,薄,泫,5,㲢
84,上,上二十七,銑,1615,並,O,4,薄,泫,6,𤻶
84,上,上二十七,銑,1615,並,O,4,薄,泫,7,𩩯
84,上,上二十七,銑,1616,溪,C,4,苦,泫,1,犬
84,上,上二十七,銑,1617,溪,O,4,牽,繭,1,𥧬
84,上,上二十七,銑,1617,溪,O,4,牽,繭,2,豤
84,上,上二十七,銑,1617,溪,O,4,牽,繭,3,䵖
84,上,上二十七,銑,1617,溪,O,4,牽,繭,4,蜸
84,上,上二十七,銑,1618,疑,O,4,研,峴,1,齞
85,上,上二十八,獮,1619,心,O,3,息,淺,1,獮
85,上,上二十八,獮,1619,心,O,3,息,淺,2,𤣗
85,上,上二十八,獮,1619,心,O,3,息,淺,3,𥙮
85,上,上二十八,獮,1619,心,O,3,息,淺,4,鮮
85,上,上二十八,獮,1619,心,O,3,息,淺,5,尠
85,上,上二十八,獮,1619,心,O,3,息,淺,6,尟
85,上,上二十八,獮,1619,心,O,3,息,淺,7,癬
85,上,上二十八,獮,1619,心,O,3,息,淺,8,燹
85,上,上二十八,獮,1619,心,O,3,息,淺,9,𤐨
85,上,上二十八,獮,1619,心,O,3,息,淺,10,䉳
85,上,上二十八,獮,1619,心,O,3,息,淺,11,廯
85,上,上二十八,獮,1619,心,O,3,息,淺,12,𧕇
85,上,上二十八,獮,1619,心,O,3,息,淺,13,蘚
85,上,上二十八,獮,1620,以,O,3,以,淺,1,演
85,上,上二十八,獮,1620,以,O,3,以,淺,2,衍
85,上,上二十八,獮,1620,以,O,3,以,淺,3,縯
85,上,上二十八,獮,1620,以,O,3,以,淺,4,蔩
85,上,上二十八,獮,1620,以,O,3,以,淺,5,𠻤
85,上,上二十八,獮,1620,以,O,3,以,淺,6,戭
85,上,上二十八,獮,1620,以,O,3,以,淺,7,𧍢
85,上,上二十八,獮,1620,以,O,3,以,淺,8,𧊔
85,上,上二十八,獮,1621,從,O,3,慈,演,1,踐
85,上,上二十八,獮,1621,從,O,3,慈,演,2,諓
85,上,上二十八,獮,1621,從,O,3,慈,演,3,餞
85,上,上二十八,獮,1621,從,O,3,慈,演,4,俴
85,上,上二十八,獮,1621,從,O,3,慈,演,5,𤷃
85,上,上二十八,獮,1621,從,O,3,慈,演,6,𧗸
85,上,上二十八,獮,1621,從,O,3,慈,演,7,㣤
85,上,上二十八,獮,1622,知,O,3,知,演,1,展
85,上,上二十八,獮,1622,知,O,3,知,演,2,㞡
85,上,上二十八,獮,1622,知,O,3,知,演,3,搌
85,上,上二十八,獮,1622,知,O,3,知,演,4,皽
85,上,上二十八,獮,1622,知,O,3,知,演,5,輾
85,上,上二十八,獮,1622,知,O,3,知,演,6,紾
85,上,上二十八,獮,1622,知,O,3,知,演,7,㠭
85,上,上二十八,獮,1622,知,O,3,知,演,8,㜊
85,上,上二十八,獮,1622,知,O,3,知,演,9,𧎰
85,上,上二十八,獮,1622,知,O,3,知,演,10,襢
85,上,上二十八,獮,1623,章,O,3,旨,善,1,𦗢
85,上,上二十八,獮,1623,章,O,3,旨,善,2,𠟉
85,上,上二十八,獮,1623,章,O,3,旨,善,3,樿
85,上,上二十八,獮,1623,章,O,3,旨,善,4,𩕊
85,上,上二十八,獮,1623,章,O,3,旨,善,5,饘
85,上,上二十八,獮,1623,章,O,3,旨,善,6,醆
85,上,上二十八,獮,1623,章,O,3,旨,善,7,皽
85,上,上二十八,獮,1623,章,O,3,旨,善,8,燀
85,上,上二十八,獮,1623,章,O,3,旨,善,9,䆄
85,上,上二十八,獮,1623,章,O,3,旨,善,10,䡀
85,上,上二十八,獮,1623,章,O,3,旨,善,11,䁴
85,上,上二十八,獮,1623,章,O,3,旨,善,12,𥊳
85,上,上二十八,獮,1623,章,O,3,旨,善,13,橏
85,上,上二十八,獮,1623,章,O,3,旨,善,14,䎒
85,上,上二十八,獮,1623,章,O,3,旨,善,15,㔊
85,上,上二十八,獮,1623,章,O,3,旨,善,16,𨭖
85,上,上二十八,獮,1623,章,O,3,旨,善,17,嫸
85,上,上二十八,獮,1624,娘,O,3,尼,展,1,趁
85,上,上二十八,獮,1624,娘,O,3,尼,展,2,𨋚
85,上,上二十八,獮,1624,娘,O,3,尼,展,3,㞋
85,上,上二十八,獮,1625,清,O,3,七,演,1,淺
85,上,上二十八,獮,1626,昌,O,3,昌,善,1,闡
85,上,上二十八,獮,1626,昌,O,3,昌,善,2,燀
85,上,上二十八,獮,1626,昌,O,3,昌,善,3,繟
85,上,上二十八,獮,1626,昌,O,3,昌,善,4,䵐
85,上,上二十八,獮,1626,昌,O,3,昌,善,5,幝
85,上,上二十八,獮,1626,昌,O,3,昌,善,6,𨼒
85,上,上二十八,獮,1626,昌,O,3,昌,善,7,灛
85,上,上二十八,獮,1626,昌,O,3,昌,善,8,嘽
85,上,上二十八,獮,1626,昌,O,3,昌,善,9,𦆀
85,上,上二十八,獮,1627,溪,O,3,去,演,1,遣
85,上,上二十八,獮,1627,溪,O,3,去,演,2,繾
85,上,上二十八,獮,1627,溪,O,3,去,演,3,䭤
85,上,上二十八,獮,1627,溪,O,3,去,演,4,𥳐
85,上,上二十八,獮,1627,溪,O,3,去,演,5,㹂
85,上,上二十八,獮,1627,溪,O,3,去,演,6,𠳋
85,上,上二十八,獮,1627,溪,O,3,去,演,7,𨺫
85,上,上二十八,獮,1627,溪,O,3,去,演,8,𩝡
85,上,上二十八,獮,1628,見,O,3,九,輦,1,蹇
85,上,上二十八,獮,1628,見,O,3,九,輦,2,謇
85,上,上二十八,獮,1628,見,O,3,九,輦,3,搴
85,上,上二十八,獮,1628,見,O,3,九,輦,4,𢷘
85,上,上二十八,獮,1628,見,O,3,九,輦,5,𠐻
85,上,上二十八,獮,1628,見,O,3,九,輦,6,𢵈
85,上,上二十八,獮,1628,見,O,3,九,輦,7,𦂇
85,上,上二十八,獮,1628,見,O,3,九,輦,8,𡾰
85,上,上二十八,獮,1628,見,O,3,九,輦,9,藆
85,上,上二十八,獮,1628,見,O,3,九,輦,10,𩽜
85,上,上二十八,獮,1628,見,O,3,九,輦,11,䙭
85,上,上二十八,獮,1629,常,O,3,常,演,1,善
85,上,上二十八,獮,1629,常,O,3,常,演,2,譱
85,上,上二十八,獮,1629,常,O,3,常,演,3,墠
85,上,上二十八,獮,1629,常,O,3,常,演,4,鱓
85,上,上二十八,獮,1629,常,O,3,常,演,5,蟺
85,上,上二十八,獮,1629,常,O,3,常,演,6,單
85,上,上二十八,獮,1629,常,O,3,常,演,7,僐
85,上,上二十八,獮,1629,常,O,3,常,演,8,鄯
85,上,上二十八,獮,1629,常,O,3,常,演,9,墡
85,上,上二十八,獮,1629,常,O,3,常,演,10,磰
85,上,上二十八,獮,1629,常,O,3,常,演,11,𪍶
85,上,上二十八,獮,1630,精,O,3,即,淺,1,翦
85,上,上二十八,獮,1630,精,O,3,即,淺,2,剪
85,上,上二十八,獮,1630,精,O,3,即,淺,3,揃
85,上,上二十八,獮,1630,精,O,3,即,淺,4,戩
85,上,上二十八,獮,1630,精,O,3,即,淺,5,錢
85,上,上二十八,獮,1630,精,O,3,即,淺,6,媊
85,上,上二十八,獮,1630,精,O,3,即,淺,7,俴
85,上,上二十八,獮,1630,精,O,3,即,淺,8,帴
85,上,上二十八,獮,1630,精,O,3,即,淺,9,𦺍
85,上,上二十八,獮,1630,精,O,3,即,淺,10,鬋
85,上,上二十八,獮,1630,精,O,3,即,淺,11,𥰸
85,上,上二十八,獮,1630,精,O,3,即,淺,12,𥳟
85,上,上二十八,獮,1630,精,O,3,即,淺,13,籛
85,上,上二十八,獮,1630,精,O,3,即,淺,14,㨵
85,上,上二十八,獮,1631,日,O,3,人,善,1,蹨
85,上,上二十八,獮,1631,日,O,3,人,善,2,橪
85,上,上二十八,獮,1631,日,O,3,人,善,3,戁
85,上,上二十八,獮,1631,日,O,3,人,善,4,熯
85,上,上二十八,獮,1631,日,O,3,人,善,5,㒄
85,上,上二十八,獮,1632,邪,O,3,徐,翦,1,𦆀
85,上,上二十八,獮,1633,來,O,3,力,展,1,輦
85,上,上二十八,獮,1633,來,O,3,力,展,2,𪍦
85,上,上二十八,獮,1633,來,O,3,力,展,3,𤑿
85,上,上二十八,獮,1633,來,O,3,力,展,4,璉
85,上,上二十八,獮,1633,來,O,3,力,展,5,鄻
85,上,上二十八,獮,1633,來,O,3,力,展,6,僆
85,上,上二十八,獮,1633,來,O,3,力,展,7,摙
85,上,上二十八,獮,1633,來,O,3,力,展,8,蓮
85,上,上二十八,獮,1633,來,O,3,力,展,9,膦
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,1,齴
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,2,巘
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,3,遃
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,4,嵃
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,5,讞
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,6,𤫣
85,上,上二十八,獮,1634,疑,O,3,魚,蹇,7,甗
85,上,上二十八,獮,1635,群,O,3,其,輦,1,件
85,上,上二十八,獮,1635,群,O,3,其,輦,2,𡾰
85,上,上二十八,獮,1635,群,O,3,其,輦,3,鍵
85,上,上二十八,獮,1635,群,O,3,其,輦,4,鑳
85,上,上二十八,獮,1636,並,O,3,符,蹇,1,辯
85,上,上二十八,獮,1636,並,O,3,符,蹇,2,𧦪
85,上,上二十八,獮,1636,並,O,3,符,蹇,3,辡
85,上,上二十八,獮,1636,並,O,3,符,蹇,4,辨
85,上,上二十八,獮,1636,並,O,3,符,蹇,5,諞
85,上,上二十八,獮,1637,明,O,3,彌,兗,1,緬
85,上,上二十八,獮,1637,明,O,3,彌,兗,2,沔
85,上,上二十八,獮,1637,明,O,3,彌,兗,3,汅
85,上,上二十八,獮,1637,明,O,3,彌,兗,4,湎
85,上,上二十八,獮,1637,明,O,3,彌,兗,5,愐
85,上,上二十八,獮,1637,明,O,3,彌,兗,6,黽
85,上,上二十八,獮,1637,明,O,3,彌,兗,7,𩋠
85,上,上二十八,獮,1637,明,O,3,彌,兗,8,偭
85,上,上二十八,獮,1637,明,O,3,彌,兗,9,勔
85,上,上二十八,獮,1637,明,O,3,彌,兗,10,𢃮
85,上,上二十八,獮,1638,幫,O,3,方,緬,1,褊
85,上,上二十八,獮,1638,幫,O,3,方,緬,2,㦚
85,上,上二十八,獮,1639,精,C,3,子,兗,1,臇
85,上,上二十八,獮,1639,精,C,3,子,兗,2,𤎱
85,上,上二十八,獮,1639,精,C,3,子,兗,3,𧕣
85,上,上二十八,獮,1640,從,C,3,徂,兗,1,雋
85,上,上二十八,獮,1640,從,C,3,徂,兗,2,隽
85,上,上二十八,獮,1640,從,C,3,徂,兗,3,𤺻
85,上,上二十八,獮,1640,從,C,3,徂,兗,4,吮
85,上,上二十八,獮,1640,從,C,3,徂,兗,5,𦼱
85,上,上二十八,獮,1641,幫,O,3,方,免,1,辡
85,上,上二十八,獮,1641,幫,O,3,方,免,2,䁵
85,上,上二十八,獮,1641,幫,O,3,方,免,3,覸
85,上,上二十八,獮,1641,幫,O,3,方,免,4,鴘
85,上,上二十八,獮,1642,以,C,3,以,轉,1,兗
